Street Address,City,State,Storm Magnitude,AI Damage Score %,Likely Insurance,Event Date
384 E 2nd St,Edmond,OK,2.75,29.28,Unknown,2026-03-10
156 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,29.26,Unknown,2026-04-25
366 E 2nd St,Edmond,OK,2.75,29.25,Unknown,2026-03-10
388 E 2nd St,Edmond,OK,2.75,29.25,Unknown,2026-03-10
390 E 2nd St,Edmond,OK,2.75,29.25,Unknown,2026-03-10
280 NW 10th St,Oklahoma City,OK,1.85,29.25,Unknown,2026-04-23
208 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,29.24,Unknown,2026-04-25
285 E 2nd St,Edmond,OK,2.75,29.23,Unknown,2026-03-10
166 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,29.22,Unknown,2026-04-25
154 N Bryant Ave,Edmond,OK,2.75,29.22,Unknown,2026-03-10
162 N May Ave,Oklahoma City,OK,1.85,29.22,Unknown,2026-04-23
258 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,29.21,Unknown,2026-04-25
176 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,29.21,Unknown,2026-04-25
164 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,29.21,Unknown,2026-04-25
104 NW 10th St,Oklahoma City,OK,1.85,29.21,Unknown,2026-04-23
286 NW 10th St,Oklahoma City,OK,1.85,29.21,Unknown,2026-04-23
154 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,29.2,Unknown,2026-04-25
242 E 2nd St,Edmond,OK,2.75,29.19,Unknown,2026-03-10
382 E 2nd St,Edmond,OK,2.75,29.19,Unknown,2026-03-10
225 NW 10th St,Oklahoma City,OK,1.85,29.19,Unknown,2026-04-23
283 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,29.18,Unknown,2026-04-25
160 N May Ave,Oklahoma City,OK,1.85,29.18,Unknown,2026-04-23
218 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,29.17,Unknown,2026-04-25
146 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,29.17,Unknown,2026-04-25
147 E 15th St,Edmond,OK,2.75,29.17,Unknown,2026-03-10
148 N Bryant Ave,Edmond,OK,2.75,29.17,Unknown,2026-03-10
173 N Bryant Ave,Edmond,OK,2.75,29.17,Unknown,2026-03-10
386 E 2nd St,Edmond,OK,2.75,29.17,Unknown,2026-03-10
367 E 2nd St,Edmond,OK,2.75,29.16,Unknown,2026-03-10
290 NW 10th St,Oklahoma City,OK,1.85,29.16,Unknown,2026-04-23
223 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,29.15,Unknown,2026-04-25
152 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,29.15,Unknown,2026-04-25
227 NW 10th St,Oklahoma City,OK,1.85,29.15,Unknown,2026-04-23
240 E 2nd St,Edmond,OK,2.75,29.14,Unknown,2026-03-10
208 W Robinson St,Norman,OK,2.0,29.14,Unknown,2026-03-10
276 NW 10th St,Oklahoma City,OK,1.85,29.14,Unknown,2026-04-23
174 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,29.13,Unknown,2026-04-25
198 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,29.13,Unknown,2026-04-25
205 W Robinson St,Norman,OK,2.0,29.13,Unknown,2026-03-10
278 NW 10th St,Oklahoma City,OK,1.85,29.12,Unknown,2026-04-23
241 S Yale Ave,Tulsa,OK,2.0,29.11,Unknown,2026-04-23
225 Wilshire Blvd,Nichols Hills,OK,2.25,29.1,Unknown,2026-04-25
356 E 2nd St,Edmond,OK,2.75,29.1,Unknown,2026-03-10
315 E 2nd St,Edmond,OK,2.75,29.09,Unknown,2026-03-10
282 NW 10th St,Oklahoma City,OK,1.85,29.09,Unknown,2026-04-23
192 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,29.07,Unknown,2026-04-25
151 E 15th St,Edmond,OK,2.75,29.07,Unknown,2026-03-10
232 E 2nd St,Edmond,OK,2.75,29.07,Unknown,2026-03-10
392 E 2nd St,Edmond,OK,2.75,29.07,Unknown,2026-03-10
284 NW 10th St,Oklahoma City,OK,1.85,29.07,Unknown,2026-04-23
129 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
131 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
133 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
135 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
137 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
139 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
141 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
143 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
145 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
147 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
149 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
151 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
153 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
155 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
157 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
159 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
161 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
163 Wilshire Blvd,Nichols Hills,OK,2.25,29.06,Unknown,2026-04-25
247 S Yale Ave,Tulsa,OK,2.0,29.06,Unknown,2026-04-23
211 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,29.05,Unknown,2026-04-25
294 W Robinson St,Norman,OK,2.0,29.05,Unknown,2026-03-10
210 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,29.04,Unknown,2026-04-25
380 E 2nd St,Edmond,OK,2.75,29.03,Unknown,2026-03-10
158 N May Ave,Oklahoma City,OK,1.85,29.03,Unknown,2026-04-23
195 N Bryant Ave,Edmond,OK,2.75,29.02,Unknown,2026-03-10
364 E 2nd St,Edmond,OK,2.75,29.02,Unknown,2026-03-10
243 S Yale Ave,Tulsa,OK,2.0,29.02,Unknown,2026-04-23
148 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,29.01,Unknown,2026-04-25
238 E 2nd St,Edmond,OK,2.75,29.01,Unknown,2026-03-10
223 S Yale Ave,Tulsa,OK,2.0,29.01,Unknown,2026-04-23
156 N Bryant Ave,Edmond,OK,2.75,29.0,Unknown,2026-03-10
319 E 2nd St,Edmond,OK,2.75,29.0,Unknown,2026-03-10
322 E 2nd St,Edmond,OK,2.75,29.0,Unknown,2026-03-10
323 E 2nd St,Edmond,OK,2.75,29.0,Unknown,2026-03-10
327 E 2nd St,Edmond,OK,2.75,29.0,Unknown,2026-03-10
329 E 2nd St,Edmond,OK,2.75,29.0,Unknown,2026-03-10
331 E 2nd St,Edmond,OK,2.75,29.0,Unknown,2026-03-10
335 E 2nd St,Edmond,OK,2.75,29.0,Unknown,2026-03-10
337 E 2nd St,Edmond,OK,2.75,29.0,Unknown,2026-03-10
209 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.99,Unknown,2026-04-25
122 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.99,Unknown,2026-04-25
315 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.99,Unknown,2026-04-25
339 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
341 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
343 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
345 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
347 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
349 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
351 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
353 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
355 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
357 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
359 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
370 E 2nd St,Edmond,OK,2.75,28.99,Unknown,2026-03-10
165 N Bryant Ave,Edmond,OK,2.75,28.98,Unknown,2026-03-10
152 N May Ave,Oklahoma City,OK,1.85,28.98,Unknown,2026-04-23
108 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.97,Unknown,2026-04-25
234 E 2nd St,Edmond,OK,2.75,28.97,Unknown,2026-03-10
354 E 2nd St,Edmond,OK,2.75,28.95,Unknown,2026-03-10
284 W Robinson St,Norman,OK,2.0,28.95,Unknown,2026-03-10
158 N Bryant Ave,Edmond,OK,2.75,28.94,Unknown,2026-03-10
210 W Robinson St,Norman,OK,2.0,28.94,Unknown,2026-03-10
149 E 15th St,Edmond,OK,2.75,28.93,Unknown,2026-03-10
368 E 2nd St,Edmond,OK,2.75,28.92,Unknown,2026-03-10
150 N May Ave,Oklahoma City,OK,1.85,28.92,Unknown,2026-04-23
127 Wilshire Blvd,Nichols Hills,OK,2.25,28.91,Unknown,2026-04-25
376 E 2nd St,Edmond,OK,2.75,28.9,Unknown,2026-03-10
116 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.9,Unknown,2026-04-23
124 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.9,Unknown,2026-04-23
168 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.89,Unknown,2026-04-25
212 W Robinson St,Norman,OK,2.0,28.89,Unknown,2026-03-10
124 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.88,Unknown,2026-04-25
171 N Bryant Ave,Edmond,OK,2.75,28.88,Unknown,2026-03-10
212 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.87,Unknown,2026-04-25
178 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.86,Unknown,2026-04-25
292 E 2nd St,Edmond,OK,2.75,28.86,Unknown,2026-03-10
156 N May Ave,Oklahoma City,OK,1.85,28.86,Unknown,2026-04-23
126 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.85,Unknown,2026-04-25
170 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.85,Unknown,2026-04-25
154 N May Ave,Oklahoma City,OK,1.85,28.83,Unknown,2026-04-23
374 E 2nd St,Edmond,OK,2.75,28.82,Unknown,2026-03-10
290 E 2nd St,Edmond,OK,2.75,28.81,Unknown,2026-03-10
369 E 2nd St,Edmond,OK,2.75,28.81,Unknown,2026-03-10
378 E 2nd St,Edmond,OK,2.75,28.81,Unknown,2026-03-10
150 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.8,Unknown,2026-04-25
146 N May Ave,Oklahoma City,OK,1.85,28.8,Unknown,2026-04-23
146 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.79,Unknown,2026-04-25
273 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.79,Unknown,2026-04-25
288 E 2nd St,Edmond,OK,2.75,28.79,Unknown,2026-03-10
169 N Bryant Ave,Edmond,OK,2.75,28.78,Unknown,2026-03-10
333 E 2nd St,Edmond,OK,2.75,28.78,Unknown,2026-03-10
168 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.77,Unknown,2026-04-25
172 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.77,Unknown,2026-04-25
163 N Bryant Ave,Edmond,OK,2.75,28.77,Unknown,2026-03-10
227 Wilshire Blvd,Nichols Hills,OK,2.25,28.75,Unknown,2026-04-25
362 E 2nd St,Edmond,OK,2.75,28.75,Unknown,2026-03-10
225 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.74,Unknown,2026-04-25
167 N Bryant Ave,Edmond,OK,2.75,28.74,Unknown,2026-03-10
358 E 2nd St,Edmond,OK,2.75,28.74,Unknown,2026-03-10
360 E 2nd St,Edmond,OK,2.75,28.74,Unknown,2026-03-10
148 N May Ave,Oklahoma City,OK,1.85,28.74,Unknown,2026-04-23
372 E 2nd St,Edmond,OK,2.75,28.73,Unknown,2026-03-10
144 N May Ave,Oklahoma City,OK,1.85,28.73,Unknown,2026-04-23
272 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.7,Unknown,2026-04-25
379 W Robinson St,Norman,OK,2.0,28.7,Unknown,2026-03-10
296 E 2nd St,Edmond,OK,2.75,28.69,Unknown,2026-03-10
298 E 2nd St,Edmond,OK,2.75,28.69,Unknown,2026-03-10
300 E 2nd St,Edmond,OK,2.75,28.69,Unknown,2026-03-10
298 W Robinson St,Norman,OK,2.0,28.69,Unknown,2026-03-10
294 E 2nd St,Edmond,OK,2.75,28.68,Unknown,2026-03-10
148 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.67,Unknown,2026-04-25
122 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.66,Unknown,2026-04-23
222 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.65,Unknown,2026-04-25
259 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.65,Unknown,2026-04-25
130 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.65,Unknown,2026-04-25
105 N Bryant Ave,Edmond,OK,2.75,28.65,Unknown,2026-03-10
229 NW 10th St,Oklahoma City,OK,1.85,28.65,Unknown,2026-04-23
288 E 1st St,Tulsa,OK,1.6,28.65,Unknown,2026-04-23
214 W Robinson St,Norman,OK,2.0,28.63,Unknown,2026-03-10
249 S Yale Ave,Tulsa,OK,2.0,28.63,Unknown,2026-04-23
128 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.61,Unknown,2026-04-25
142 N May Ave,Oklahoma City,OK,1.85,28.6,Unknown,2026-04-23
244 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.59,Unknown,2026-04-25
113 N Bryant Ave,Edmond,OK,2.75,28.59,Unknown,2026-03-10
104 N May Ave,Oklahoma City,OK,1.85,28.59,Unknown,2026-04-23
126 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.59,Unknown,2026-04-23
287 E 2nd St,Edmond,OK,2.75,28.57,Unknown,2026-03-10
190 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.56,Unknown,2026-04-25
290 E 1st St,Tulsa,OK,1.6,28.56,Unknown,2026-04-23
170 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.54,Unknown,2026-04-25
150 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.53,Unknown,2026-04-25
236 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.53,Unknown,2026-04-25
296 W Robinson St,Norman,OK,2.0,28.53,Unknown,2026-03-10
214 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.52,Unknown,2026-04-25
102 NW 10th St,Oklahoma City,OK,1.85,28.52,Unknown,2026-04-23
114 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.52,Unknown,2026-04-23
313 E 2nd St,Edmond,OK,2.75,28.51,Unknown,2026-03-10
394 E 2nd St,Edmond,OK,2.75,28.51,Unknown,2026-03-10
215 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.5,Unknown,2026-04-25
216 W Robinson St,Norman,OK,2.0,28.5,Unknown,2026-03-10
214 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.48,Unknown,2026-04-25
396 E 2nd St,Edmond,OK,2.75,28.47,Unknown,2026-03-10
114 N May Ave,Oklahoma City,OK,1.85,28.47,Unknown,2026-04-23
130 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.46,Unknown,2026-04-25
135 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.46,Unknown,2026-04-25
398 E 2nd St,Edmond,OK,2.75,28.46,Unknown,2026-03-10
400 E 2nd St,Edmond,OK,2.75,28.46,Unknown,2026-03-10
106 N May Ave,Oklahoma City,OK,1.85,28.46,Unknown,2026-04-23
238 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.45,Unknown,2026-04-25
104 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.45,Unknown,2026-04-23
160 N Bryant Ave,Edmond,OK,2.75,28.44,Unknown,2026-03-10
138 N May Ave,Oklahoma City,OK,1.85,28.44,Unknown,2026-04-23
289 E 2nd St,Edmond,OK,2.75,28.43,Unknown,2026-03-10
242 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.42,Unknown,2026-04-25
311 E 2nd St,Edmond,OK,2.75,28.42,Unknown,2026-03-10
130 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.42,Unknown,2026-04-23
240 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.4,Unknown,2026-04-25
159 N Bryant Ave,Edmond,OK,2.75,28.4,Unknown,2026-03-10
140 N May Ave,Oklahoma City,OK,1.85,28.4,Unknown,2026-04-23
102 N May Ave,Oklahoma City,OK,1.85,28.39,Unknown,2026-04-23
112 N May Ave,Oklahoma City,OK,1.85,28.39,Unknown,2026-04-23
154 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.38,Unknown,2026-04-25
198 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.38,Unknown,2026-04-25
128 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.37,Unknown,2026-04-25
234 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.36,Unknown,2026-04-25
118 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.36,Unknown,2026-04-23
292 E 1st St,Tulsa,OK,1.6,28.36,Unknown,2026-04-23
297 E 1st St,Tulsa,OK,1.6,28.36,Unknown,2026-04-23
155 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.35,Unknown,2026-04-25
144 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.35,Unknown,2026-04-25
128 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.35,Unknown,2026-04-23
108 N May Ave,Oklahoma City,OK,1.85,28.34,Unknown,2026-04-23
108 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.33,Unknown,2026-04-23
162 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.31,Unknown,2026-04-25
146 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.31,Unknown,2026-04-25
292 NW 10th St,Oklahoma City,OK,1.85,28.29,Unknown,2026-04-23
376 W Robinson St,Norman,OK,2.0,28.27,Unknown,2026-03-10
221 S Yale Ave,Tulsa,OK,2.0,28.27,Unknown,2026-04-23
100 N May Ave,Oklahoma City,OK,1.85,28.27,Unknown,2026-04-23
116 N May Ave,Oklahoma City,OK,1.85,28.27,Unknown,2026-04-23
120 N May Ave,Oklahoma City,OK,1.85,28.27,Unknown,2026-04-23
110 N May Ave,Oklahoma City,OK,1.85,28.26,Unknown,2026-04-23
118 N May Ave,Oklahoma City,OK,1.85,28.26,Unknown,2026-04-23
162 N Bryant Ave,Edmond,OK,2.75,28.25,Unknown,2026-03-10
106 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.25,Unknown,2026-04-23
212 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.23,Unknown,2026-04-25
217 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.23,Unknown,2026-04-25
310 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.23,Unknown,2026-04-25
232 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.23,Unknown,2026-04-25
214 S Yale Ave,Tulsa,OK,2.0,28.23,Unknown,2026-04-23
216 S Yale Ave,Tulsa,OK,2.0,28.23,Unknown,2026-04-23
251 S Yale Ave,Tulsa,OK,2.0,28.23,Unknown,2026-04-23
253 S Yale Ave,Tulsa,OK,2.0,28.23,Unknown,2026-04-23
365 E 2nd St,Edmond,OK,2.75,28.22,Unknown,2026-03-10
134 N May Ave,Oklahoma City,OK,1.85,28.22,Unknown,2026-04-23
136 N May Ave,Oklahoma City,OK,1.85,28.22,Unknown,2026-04-23
157 N Bryant Ave,Edmond,OK,2.75,28.21,Unknown,2026-03-10
294 E 1st St,Tulsa,OK,1.6,28.2,Unknown,2026-04-23
152 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.19,Unknown,2026-04-25
296 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.19,Unknown,2026-04-25
282 W Robinson St,Norman,OK,2.0,28.19,Unknown,2026-03-10
122 N May Ave,Oklahoma City,OK,1.85,28.19,Unknown,2026-04-23
132 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.18,Unknown,2026-04-25
126 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.18,Unknown,2026-04-25
161 N Bryant Ave,Edmond,OK,2.75,28.18,Unknown,2026-03-10
259 NW 10th St,Oklahoma City,OK,1.85,28.18,Unknown,2026-04-23
218 W Robinson St,Norman,OK,2.0,28.17,Unknown,2026-03-10
219 S Yale Ave,Tulsa,OK,2.0,28.17,Unknown,2026-04-23
275 S Yale Ave,Tulsa,OK,2.0,28.17,Unknown,2026-04-23
277 S Yale Ave,Tulsa,OK,2.0,28.17,Unknown,2026-04-23
294 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.16,Unknown,2026-04-25
200 Wilshire Blvd,Nichols Hills,OK,2.25,28.16,Unknown,2026-04-25
115 E 15th St,Edmond,OK,2.75,28.16,Unknown,2026-03-10
249 NW 10th St,Oklahoma City,OK,1.85,28.16,Unknown,2026-04-23
293 NW 10th St,Oklahoma City,OK,1.85,28.15,Unknown,2026-04-23
124 N May Ave,Oklahoma City,OK,1.85,28.15,Unknown,2026-04-23
242 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.14,Unknown,2026-04-25
100 NW 10th St,Oklahoma City,OK,1.85,28.14,Unknown,2026-04-23
253 NW 10th St,Oklahoma City,OK,1.85,28.14,Unknown,2026-04-23
130 N May Ave,Oklahoma City,OK,1.85,28.14,Unknown,2026-04-23
251 NW 10th St,Oklahoma City,OK,1.85,28.13,Unknown,2026-04-23
128 N May Ave,Oklahoma City,OK,1.85,28.13,Unknown,2026-04-23
374 W Robinson St,Norman,OK,2.0,28.12,Unknown,2026-03-10
273 S Yale Ave,Tulsa,OK,2.0,28.12,Unknown,2026-04-23
126 N May Ave,Oklahoma City,OK,1.85,28.12,Unknown,2026-04-23
132 N May Ave,Oklahoma City,OK,1.85,28.12,Unknown,2026-04-23
120 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.12,Unknown,2026-04-23
220 W Robinson St,Norman,OK,2.0,28.11,Unknown,2026-03-10
271 S Yale Ave,Tulsa,OK,2.0,28.11,Unknown,2026-04-23
309 E 2nd St,Edmond,OK,2.75,28.1,Unknown,2026-03-10
216 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.09,Unknown,2026-04-25
230 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.09,Unknown,2026-04-25
229 Wilshire Blvd,Nichols Hills,OK,2.25,28.09,Unknown,2026-04-25
200 W Dublin-Granville Rd,Worthington,OH,1.75,28.08,Unknown,2026-04-23
200 N High St,Worthington,OH,1.75,28.08,Unknown,2026-04-23
250 W New England Ave,Worthington,OH,1.75,28.08,Unknown,2026-04-23
150 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.08,Unknown,2026-04-25
257 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.08,Unknown,2026-04-25
136 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.08,Unknown,2026-04-25
263 NW 10th St,Oklahoma City,OK,1.85,28.08,Unknown,2026-04-23
295 NW 10th St,Oklahoma City,OK,1.85,28.08,Unknown,2026-04-23
112 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.08,Unknown,2026-04-23
372 W Robinson St,Norman,OK,2.0,28.07,Unknown,2026-03-10
156 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.04,Unknown,2026-04-25
155 N Bryant Ave,Edmond,OK,2.75,28.04,Unknown,2026-03-10
291 E 2nd St,Edmond,OK,2.75,28.04,Unknown,2026-03-10
207 W Robinson St,Norman,OK,2.0,28.04,Unknown,2026-03-10
102 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.04,Unknown,2026-04-23
132 N Pennsylvania Ave,Oklahoma City,OK,2.1,28.04,Unknown,2026-04-23
283 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,28.03,Unknown,2026-04-25
226 Wilshire Blvd,Nichols Hills,OK,2.25,28.03,Unknown,2026-04-25
228 Wilshire Blvd,Nichols Hills,OK,2.25,28.03,Unknown,2026-04-25
294 NW 10th St,Oklahoma City,OK,1.85,28.03,Unknown,2026-04-23
298 E 1st St,Tulsa,OK,1.6,28.03,Unknown,2026-04-23
299 E 1st St,Tulsa,OK,1.6,28.03,Unknown,2026-04-23
300 E 1st St,Tulsa,OK,1.6,28.03,Unknown,2026-04-23
271 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,28.02,Unknown,2026-04-25
165 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
167 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
169 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
171 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
173 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
175 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
177 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
179 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
181 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
183 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
185 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
187 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
189 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
191 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
193 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
195 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
197 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
199 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
204 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
206 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
208 Wilshire Blvd,Nichols Hills,OK,2.25,28.02,Unknown,2026-04-25
246 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.0,Unknown,2026-04-25
322 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,28.0,Unknown,2026-04-25
172 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,28.0,Unknown,2026-04-25
305 E 2nd St,Edmond,OK,2.75,28.0,Unknown,2026-03-10
